Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding
3/27/2018,15390843839115,5694165118957,21085008958072
3/26/2018,15390217086113,5687787209119,21078004295232
3/23/2018,15389677444847,5679233718868,21068911163715
3/22/2018,15389237897602,5675917956367,21065155853969
3/21/2018,15359114729979,5673570403195,21032685133173
3/20/2018,15358774462932,5691634549786,21050409012719
3/19/2018,15358184981435,5686238385396,21044423366831
3/16/2018,15357470261453,5676639132642,21034109394095
3/15/2018,15356367776114,5674699228652,21031067004766
3/14/2018,15285211732275,5673019203915,20958230936190
3/13/2018,15285267594523,5687542172962,20972809767485
3/12/2018,15284841397165,5677375619651,20962217016816
3/9/2018,15283143110463,5673893988809,20957037099272
3/8/2018,15282833768577,5674481063045,20957314831621
3/7/2018,15209278050307,5670590187615,20879868237922
3/6/2018,15208803986990,5670011108137,20878815095127
3/5/2018,15208405967711,5664350609851,20872756577562
3/2/2018,15207675011661,5660051879094,20867726890755
3/1/2018,15206808829608,5667626699919,20874435529528
2/28/2018,15150589235513,5705082307393,20855671542906
2/27/2018,15127327928607,5710860989825,20838188918432
2/26/2018,15126091134846,5702866621639,20828957756486
2/23/2018,15125266413158,5695598860951,20820865274109
2/22/2018,15110482929985,5694515695503,20804998625488
2/21/2018,15068301864621,5695171799962,20763473664583
2/20/2018,15068459260605,5701039199977,20769498460582
2/16/2018,15067669907306,5692488169025,20760158076331
2/15/2018,15018135646693,5692067963556,20710203610250
2/14/2018,14984392864937,5685213436248,20669606301185
2/13/2018,14982497795738,5699328006708,20681825802445
2/12/2018,14982037239613,5691879130982,20673916370595
2/9/2018,14981023162801,5688056245607,20669079408408
2/8/2018,14824326747989,5670311228891,20494637976881
2/7/2018,14828998363221,5665086338007,20494084701229
2/6/2018,14828789437986,5665375613618,20494165051605
2/5/2018,14835522073982,5658723326603,20494245400584
2/2/2018,14840770479945,5653715965098,20494486445043
2/1/2018,14836157468843,5658409421363,20494566890206
1/31/2018,14803169732410,5690560189530,20493729921940
1/30/2018,14802029321616,5690998629808,20493027951424
1/29/2018,14806706033461,5686401012566,20493107046027
1/26/2018,14807511435613,5685832897576,20493344333190
1/25/2018,14805838434928,5687584988880,20493423423807
1/24/2018,14814662992793,5678288844422,20492951837215
1/23/2018,14802828641714,5690201349911,20493029991625
1/22/2018,14810806301618,5682301843025,20493108144643
1/19/2018,14813369408285,5679973214593,20493342622879
1/18/2018,14816444600791,5676976164529,20493420765320
1/17/2018,14812558278591,5680381041733,20492939320324
1/16/2018,14813999132115,5679017246299,20493016378414
1/12/2018,14825672834831,5667651702075,20493324536906
1/11/2018,14825224222476,5668177352488,20493401574964
1/10/2018,14827221796500,5665697408374,20492919204874
1/9/2018,14814465039164,5678529504082,20492994543246
1/8/2018,14822328754574,5670741125671,20493069880245
1/5/2018,14825245220954,5668050667851,20493295888805
1/4/2018,14829337499092,5664033721347,20493371220439
1/3/2018,14830821875021,5661704170578,20492526045598
1/2/2018,14832791508805,5659807253056,20492598761861
12/29/2017,14814721127804,5678025418390,20492746546194
12/28/2017,14868636178621,5624318395391,20492954574012
12/27/2017,14862808365457,5629704149394,20492512514851
12/26/2017,14861711360306,5630873550994,20492584911300
12/22/2017,14867653982350,5625220509933,20492874492283
12/21/2017,14874300693418,5618646188698,20492946882116
12/20/2017,14872404179963,5620119378125,20492523558088
12/19/2017,14859375221698,5633219355171,20492594576868
12/18/2017,14871115134574,5621550538826,20492665673400
12/15/2017,14876465319222,5616413400706,20492878719927
12/14/2017,14875266962034,5617682770178,20492949732212
12/13/2017,14865185323829,5622317179787,20487502503616
12/12/2017,14864589132683,5628018800184,20492607932867
12/11/2017,14864791729196,5627886010973,20492677740169
12/8/2017,14864901290187,5627985905382,20492887195569
12/7/2017,14905960878770,5635140632475,20541101511244
12/6/2017,14913765477253,5632676363419,20546441840672
12/5/2017,14913709643613,5632913935591,20546623579204
12/4/2017,14914001967724,5626358389133,20540360356857
12/1/2017,14914017544076,5617828676138,20531846220214
11/30/2017,14918713237390,5671678704922,20590391942312
11/29/2017,14902566209170,5661601162567,20564167371737
11/28/2017,14902207939417,5665729024781,20567936964198
11/27/2017,14901318823430,5662359743024,20563678566454
11/24/2017,14900676192117,5656602880574,20557279072691
11/22/2017,14881227677647,5652152263158,20533379940805
11/21/2017,14881051281289,5665875273179,20546926554468
11/20/2017,14879996080226,5658367304750,20538363384976
11/17/2017,14879382020564,5654637342427,20534019362991
11/16/2017,14878274733916,5650935482753,20529210216669
11/15/2017,14860504463573,5646841219466,20507345683039
11/14/2017,14845581756783,5658004536526,20503586293308
11/13/2017,14845405544955,5652478409550,20497883954505
11/10/2017,14844847254488,5622528410267,20467375664755
11/9/2017,14844966680594,5651125942218,20496092622813
11/8/2017,14823147147126,5648908429793,20472055576919
11/7/2017,14823047871224,5659208033400,20482255904624
11/6/2017,14822172493990,5652677544564,20474850038555
11/3/2017,14821576459075,5647433738273,20469010197348
11/2/2017,14821642013459,5663307574868,20484949588327
11/1/2017,14799846092284,5653441941355,20453288033639
10/31/2017,14751446096800,5691027453089,20442473549889
10/30/2017,14772105054082,5681263828027,20453368882109
10/27/2017,14771761981329,5682375506683,20454137488013
10/26/2017,14770807412108,5682437730684,20453245142793
10/25/2017,14752404082815,5687282519244,20439686602059
10/24/2017,14752220482289,5691234938952,20443455421242
10/23/2017,14751842197140,5683797149681,20435639346821
10/20/2017,14751548923140,5680485341971,20432034265112
10/19/2017,14751485824572,5681930190411,20433416014983
10/18/2017,14739697415648,5683673009701,20423370425349
10/17/2017,14739562952259,5693830747430,20433393699689
10/16/2017,14739245430436,5683726932679,20422972363114
10/13/2017,14709006397088,5675187625108,20384194022196
10/12/2017,14709162273816,5673016383244,20382178657060
10/11/2017,14703235756668,5672261747243,20375497503911
10/10/2017,14702512422837,5680659058141,20383171480979
10/6/2017,14702051155626,5671180256537,20373231412163
10/5/2017,14699886899813,5671286502639,20371173402452
10/4/2017,14678619924423,5668028257215,20346648181638
10/3/2017,14678605049126,5665146138982,20343751188108
10/2/2017,14679489825138,5668312511340,20347802336478
9/29/2017,14673428663141,5571471352913,20244900016054
9/28/2017,14649194898520,5554473955288,20203668853808
9/27/2017,14632295977672,5556653461561,20188949439234
9/26/2017,14632474734833,5568253805416,20200728540248
9/25/2017,14630071008794,5560122316122,20190193324916
9/22/2017,14630331480227,5551652668735,20181984148962
9/21/2017,14628384646682,5551385212285,20179769858967
9/20/2017,14615129910869,5549678200641,20164808111510
9/19/2017,14613433326528,5559770521150,20173203847678
9/18/2017,14611842621457,5548586373663,20160428995120
9/15/2017,14611034425088,5542533460807,20153567885894
9/14/2017,14627258513577,5538208163558,20165466677135
9/13/2017,14624323575932,5535685753746,20160009329678
9/12/2017,14624438900751,5549066963311,20173505864062
9/11/2017,14624241429759,5541451312231,20165692741990
9/8/2017,14622661213047,5539515584857,20162176797904
9/7/2017,14410076163681,5434510797927,19844586961607
9/6/2017,14411300801154,5433031596205,19844332397359
9/5/2017,14418693678456,5425696570660,19844390249115
9/1/2017,14428250468926,5416371174602,19844621643529
8/31/2017,14381561995497,5462971446427,19844533441924
8/30/2017,14393272109801,5451488258565,19844760368366
8/29/2017,14388580918004,5456236119765,19844817037769
8/28/2017,14394393337425,5450480368395,19844873705820
8/25/2017,14397469719185,5447573984758,19845043703944
8/24/2017,14398771600092,5446328767032,19845100367124
8/23/2017,14396462390129,5448386994538,19844849384667
8/22/2017,14385378835100,5459527064260,19844905899360
8/21/2017,14391211068090,5453751344613,19844962412704
8/18/2017,14394276377882,5450855569156,19845131947038
8/17/2017,14393928425569,5451260034598,19845188460167
8/16/2017,14398781543012,5445902386052,19844683929063
8/15/2017,14387623664390,5457116043627,19844739708017
8/14/2017,14397795363378,5447000683364,19844796046742
8/11/2017,14401003833987,5443961315795,19844965149782
8/10/2017,14398550007057,5446471507887,19845021514944
8/9/2017,14399959755350,5444790035888,19844749791238
8/8/2017,14385877714057,5458927549327,19844805263384
8/7/2017,14394023898662,5450836835512,19844860734174
8/4/2017,14397065676211,5447961462224,19845027138435
8/3/2017,14398480541693,5446602062170,19845082603862
8/2/2017,14385610981667,5459197450989,19844808432657
8/1/2017,14393440219245,5451422700761,19844862920005
7/31/2017,14360944436690,5483964552527,19844908989217
7/28/2017,14375370231864,5469514787176,19844885019040
7/27/2017,14358389871593,5486549068759,19844938940351
7/26/2017,14355682166714,5488970342373,19844652509087
7/25/2017,14345435234979,5499269995750,19844705230729
7/24/2017,14354951912764,5489806038255,19844757951019
7/21/2017,14357122300740,5487793826687,19844916127427
7/20/2017,14357665909846,5487302942306,19844968852153
7/19/2017,14360485538680,5483972668758,19844458207439
7/18/2017,14347253370974,5497256034477,19844509405451
7/17/2017,14358888072665,5485672529453,19844560602118
7/14/2017,14364402489706,5480311695435,19844714185142
7/13/2017,14363442518676,5481322892609,19844765411285
7/12/2017,14364884958327,5479610905839,19844495864166
7/11/2017,14352258511505,5492287574762,19844546086267
7/10/2017,14358799042022,5485797264983,19844596307005
7/7/2017,14359968840515,5484778120556,19844746961072
7/6/2017,14362806936836,5481990239638,19844797176474
7/5/2017,14363321751422,5481203594890,19844525346312
7/3/2017,14377732162346,5466891718911,19844623881257
6/30/2017,14366186344566,5478367838086,19844554182651
6/29/2017,14307903159241,5538439733852,19846342893093
6/28/2017,14306866755383,5539213290244,19846080045627
6/27/2017,14292036016955,5554092606168,19846128623123
6/26/2017,14297090967426,5549086231832,19846177199258
6/23/2017,14306066164695,5540256775786,19846322940481
6/22/2017,14306623483151,5539748029472,19846371512623
6/21/2017,14307331533813,5538532407029,19845863940842
6/20/2017,14296913903538,5548997741997,19845911645535
6/19/2017,14305304199019,5540655149852,19845959348871
6/16/2017,14313434126569,5532668326284,19846102452852
6/15/2017,14314984967386,5531165183458,19846150150844
6/14/2017,14322550697917,5523341859950,19845892557868
6/13/2017,14310161582492,5535778583326,19845940165818
6/12/2017,14317140258385,5528847585248,19845987843633
6/9/2017,14318610148903,5527520506436,19846130655339
6/8/2017,14319152866987,5527025389597,19846178256583
6/7/2017,14329788638957,5516135161196,19845923800153
6/6/2017,14329360203171,5516610403311,19845970606482
6/5/2017,14337243673968,5508773737490,19846017411457
6/2/2017,14342786315927,5503371503512,19846157819438
6/1/2017,14328615932044,5517588688659,19846204620702
5/31/2017,14298976496222,5546965420673,19845941916895
5/30/2017,14312801559794,5533403184775,19846204744569
5/26/2017,14311671308879,5534714734407,19846386043286
5/25/2017,14310717895584,5535713469354,19846431364939
5/24/2017,14310454613227,5535491198487,19845945811714
5/23/2017,14301899119122,5544090957562,19845990076683
5/22/2017,14309116236183,5536918104119,19846034340302
5/19/2017,14313167095859,5533000028255,19846167124114
5/18/2017,14311291738646,5534919645563,19846211384209
5/17/2017,14309172224134,5536793669678,19845965893811
5/16/2017,14300695191344,5545314261927,19846009453271
5/15/2017,14306961280599,5539091730783,19846053011382
5/12/2017,14310534454246,5535649265609,19846183719856
5/11/2017,14310969938721,5535257353530,19846227292251
5/10/2017,14312904082096,5533077567412,19845981649508
5/9/2017,14299435294545,5546589131294,19846024425839
5/8/2017,14305061877083,5541005323740,19846067200823
5/5/2017,14311376945690,5534818575636,19846195521326
5/4/2017,14311633308614,5534604982928,19846238291543
5/3/2017,14318594693411,5527408618125,19846003311536
5/2/2017,14305283387282,5540761921910,19846045309192
5/1/2017,14323288296038,5522799009460,19846087305498
4/28/2017,14293344777464,5552784531172,19846129308636
4/27/2017,14297979002617,5548512743229,19846491745846
4/26/2017,14302205452495,5543838983989,19846044436484
4/25/2017,14294148093982,5551937885014,19846085978996
4/24/2017,14304727434255,5541400085862,19846127520117
4/21/2017,14316448297578,5529803844011,19846252141589
4/20/2017,14319510296937,5526783380501,19846293677438
4/19/2017,14323623827290,5522440859133,19846064686423
4/18/2017,14324046743134,5522059443056,19846106186190
4/17/2017,14330766160569,5515381524042,19846147684611
4/14/2017,14352103173496,5494168999281,19846272172777
4/13/2017,14353022352235,5493291324859,19846313677094
4/12/2017,14355665390586,5490416700973,19846082091560
4/11/2017,14343844236238,5502278584322,19846122820560
4/10/2017,14351473062573,5494690466638,19846163529211
4/7/2017,14358379294026,5487906413188,19846285707214
4/6/2017,14357828119756,5488498309378,19846326429134
4/5/2017,14362396997608,5483706313700,19846103311308
4/4/2017,14362461715978,5483680691211,19846142407189
4/3/2017,14379418282539,5467005503013,19846423785552
3/31/2017,14369681939303,5476738123374,19846420062677
3/30/2017,14348506968481,5497748279926,19846255248407
3/29/2017,14349734630201,5496090882936,19845825513137
3/28/2017,14347300479595,5498562317071,19845862796665
3/27/2017,14353360563587,5492539515250,19845900078837
3/24/2017,14360457683886,5485554244400,19846011928285
3/23/2017,14359345780600,5486703424662,19846049205262
3/22/2017,14362886120201,5482943759061,19845829879262
3/21/2017,14349928333764,5495937495350,19845865829114
3/20/2017,14355174465938,5490727311674,19845901777612
3/17/2017,14357102037201,5488907579085,19846009616285
3/16/2017,14363679289379,5482366270032,19846045559412
3/15/2017,14340716246081,5505095051933,19845811298014
3/14/2017,14384776077277,5517828324360,19902604401638
3/13/2017,14349636414695,5508397384855,19858033799550
3/10/2017,14349130368996,5504488351470,19853618720466
3/9/2017,14349788968701,5505887571510,19855676540211
3/8/2017,14374899634592,5504249384286,19879149018878
3/7/2017,14374138485373,5515723965820,19889862451192
3/6/2017,14373651850329,5509361133741,19883012984070
3/3/2017,14373224948688,5505251728216,19878476676905
3/2/2017,14373460119837,5521498449196,19894958569033
3/1/2017,14408362699941,5512056071349,19920418771289
2/28/2017,14411380938689,5548212666153,19959593604842
2/27/2017,14396788892014,5534439928989,19931228821003
2/24/2017,14396803784291,5533344107396,19930147891687
2/23/2017,14384082361382,5529818758806,19913901120188
2/22/2017,14404723995059,5531156856922,19935880851981
2/21/2017,14403610733597,5531705453239,19935316186836
2/17/2017,14403413744146,5529091129956,19932504874101
2/16/2017,14403392566439,5523188600439,19926581166878
2/15/2017,14417333314382,5520031281121,19937364595503
2/14/2017,14404012711813,5528666521903,19932679233716
2/13/2017,14402458044487,5521760472588,19924218517075
2/10/2017,14402525665273,5518539623789,19921065289062
2/9/2017,14402429500385,5519906129922,19922335630307
2/8/2017,14366065663550,5518540557906,19884606221456
2/7/2017,14365365821333,5530397847837,19895763669170
2/6/2017,14365258270382,5525071944834,19890330215217
2/3/2017,14365217667098,5520657483447,19885875150544
2/2/2017,14366132157961,5536695305608,19902827463569
2/1/2017,14376018549508,5524018923279,19900037472787
1/31/2017,14376138803535,5561122510968,19937261314503
1/30/2017,14387073315008,5552686948975,19939760263983
1/27/2017,14387267502733,5551752332096,19939019834829
1/26/2017,14387199090397,5552709700473,19939908790870
1/25/2017,14403832990026,5546770252642,19950603242668
1/24/2017,14403553860564,5554535694796,19958089555360
1/23/2017,14403351740088,5546326626910,19949678366998
1/20/2017,14403704176389,5543600378824,19947304555212
1/19/2017,14403768885198,5540660331909,19944429217107
1/18/2017,14423937840026,5537529297948,19961467137974
1/17/2017,14423556565883,5536398251469,19959954817352
1/13/2017,14416524945354,5524089431150,19940614376504
1/12/2017,14416901419767,5524905964080,19941807383847
1/11/2017,14428237129034,5523519071247,19951756200281
1/10/2017,14428296339850,5535972536107,19964268875958
1/9/2017,14428006472982,5527337412396,19955343885378
1/6/2017,14427907445499,5524901193352,19952808638851
1/5/2017,14428038035922,5520434952413,19948472988335
1/4/2017,14434184134457,5518230099884,19952414234341
1/3/2017,14433863346613,5501162242780,19935025589393
12/30/2016,14434841520928,5541985430119,19976826951048
12/29/2016,14407586835525,5471564919409,19879151754934
12/28/2016,14405852979844,5473536318685,19879389298529
12/27/2016,14406465216858,5484234388428,19890699605287
12/23/2016,14406979396410,5480208620767,19887188017177
12/22/2016,14406888441830,5470561237430,19877449679259
12/21/2016,14410280815369,5468000077963,19878280893332
12/20/2016,14409700513496,5479892336999,19889592850495
12/19/2016,14409250945482,5473412814655,19882663760137
12/16/2016,14409753863289,5466282479335,19876036342625
12/15/2016,14409959585673,5465360900352,19875320486025
12/14/2016,14408092406140,5463365545948,19871457952088
12/13/2016,14407841909496,5476481361907,19884323271403
12/12/2016,14407877626550,5470849496280,19878727122830
12/9/2016,14408013134961,5468360263999,19876373398959
12/8/2016,14407909129686,5469509266796,19877418396482
12/7/2016,14425439263432,5465734121398,19891173384830
12/6/2016,14425239059063,5467127468999,19892366528061
12/5/2016,14424537793530,5461035142338,19885572935868
12/2/2016,14424638938311,5456584084842,19881223023153
12/1/2016,14426957828536,5474587322591,19901545151127
11/30/2016,14443700147858,5504364549388,19948064697246
11/29/2016,14431428071396,5499270578582,19930698649977
11/28/2016,14431113155630,5498071005723,19929184161352
11/25/2016,14431144367665,5496973825498,19928118193163
11/23/2016,14407388206277,5490606141423,19897994347701
11/22/2016,14407162989715,5500377749800,19907540739515
11/21/2016,14406490862703,5492513218791,19899004081494
11/18/2016,14406543875848,5489426480231,19895970356079
11/17/2016,14406421117922,5490729852964,19897150970887
11/16/2016,14372638397083,5485189463603,19857827860686
11/15/2016,14371170566084,5495948465969,19867119032053
11/14/2016,14370898566706,5471275383164,19842173949870
11/10/2016,14371392856952,5469181434195,19840574291147
11/9/2016,14324109031573,5469588130730,19793697162304
11/8/2016,14323406201381,5482833657225,19806239858606
11/7/2016,14322368992723,5474220508054,19796589500776
11/4/2016,14321488687554,5469278544758,19790767232312
11/3/2016,14320172405570,5469963924433,19790136330003
11/2/2016,14287092579498,5482529099055,19769621678553
11/1/2016,14284843453013,5475210674033,19760054127046
10/31/2016,14286500538391,5519214676251,19805715214642
10/28/2016,14309982958438,5510526280153,19820509238591
10/27/2016,14310094761550,5514773480863,19824868242412
10/26/2016,14282026426873,5513471034409,19795497461282
10/25/2016,14281263358831,5527241493376,19808504852207
10/24/2016,14280600879536,5507419808985,19788020688521
10/21/2016,14280596088761,5505844666542,19786440755304
10/20/2016,14280302905412,5505282284466,19785585189878
10/19/2016,14251115177983,5503141883899,19754257061882
10/18/2016,14250776102656,5515803925593,19766580028249
10/17/2016,14250368582399,5505195434754,19755564017153
10/14/2016,14224929303469,5496689254335,19721618557804
10/13/2016,14225008508056,5495822314247,19720830822303
10/12/2016,14192469293336,5496212562862,19688681856198
10/11/2016,14191727340125,5502589257087,19694316597212
10/7/2016,14192019528045,5495404952915,19687424480959
10/6/2016,14191998688412,5496774917705,19688773606118
10/5/2016,14170897492758,5492514005039,19663411497797
10/4/2016,14170607259402,5488853387759,19659460647161
10/3/2016,14169562468884,5473387273678,19642949742562
9/30/2016,14173423516896,5400021197041,19573444713937
9/29/2016,14148919195185,5383971038668,19532890233853
9/28/2016,14134459589754,5385472778093,19519932367847
9/27/2016,14133914249908,5402940266374,19536854516282
9/26/2016,14133540381802,5396048120947,19529588502749
9/23/2016,14133690092043,5391072885677,19524762977720
9/22/2016,14133281357263,5386189719305,19519471076569
9/21/2016,14135524440618,5381932513634,19517456954252
9/20/2016,14134013581265,5390322314278,19524335895543
9/19/2016,14133906537110,5384219037898,19518125575008
9/16/2016,14134070557270,5376840268361,19510910825631
9/15/2016,14134189871716,5374051700310,19508241572026
9/14/2016,14113613459659,5366900544763,19480514004422
9/13/2016,14113612927226,5379678186581,19493291113808
9/12/2016,14111755978423,5372904648343,19484660626766
9/9/2016,14112568886680,5370125502327,19482694389007
9/8/2016,14112595306798,5369490964535,19482086271334
9/7/2016,14111278792640,5368212692019,19479491484659
9/6/2016,14109707852390,5364233593708,19473941446098
9/2/2016,14110181429589,5360202174224,19470383603814
9/1/2016,14109650363021,5371920778201,19481571141222
8/31/2016,14104113716889,5406182525877,19510296242766
8/30/2016,14088908634084,5403175375696,19492084009780
8/29/2016,14087948246835,5398255615571,19486203862406
8/26/2016,14087752772423,5396035821905,19483788594328
8/25/2016,14074662602380,5397541158722,19472203761102
8/24/2016,14049850823624,5393062338785,19442913162409
8/23/2016,14048514797361,5406429570945,19454944368306
8/22/2016,14048083035091,5397919457922,19446002493013
8/19/2016,14047725717202,5395540447211,19443266164413
8/18/2016,14047674908174,5397425725346,19445100633520
8/17/2016,14026423968194,5395367216599,19421791184793
8/16/2016,14024870957807,5403208426377,19428079384183
8/15/2016,14024110783053,5396047247529,19420158030582
8/12/2016,14012909909537,5390094670446,19403004579983
8/11/2016,14012831105933,5391552020172,19404383126105
8/10/2016,13987862462405,5389779657392,19377642119797
8/9/2016,13987508744205,5403237678949,19390746423154
8/8/2016,13987042213587,5398529483375,19385571696963
8/5/2016,13986844932466,5393297583570,19380142516035
8/4/2016,13986683206822,5392883234200,19379566441022
8/3/2016,13970207094318,5389134911520,19359342005838
8/2/2016,13969823326779,5404393466363,19374216793141
8/1/2016,13968476305648,5390230809941,19358707115589
7/29/2016,13998219609726,5429474970061,19427694579787
7/28/2016,13986166190456,5426120391846,19412286582302
7/27/2016,13976589446058,5426316940466,19402906386524
7/26/2016,13975894544370,5439234262763,19415128807133
7/25/2016,13975247201537,5431939477047,19407186678584
7/22/2016,13974919498764,5425414152260,19400333651023
7/21/2016,13974805286247,5425761581372,19400566867619
7/20/2016,13969332927970,5422371099697,19391704027667
7/19/2016,13968795835121,5433566055808,19402361890929
7/18/2016,13968266192240,5422828054788,19391094247028
7/15/2016,13967595692022,5418464287147,19386059979170
7/14/2016,13964143295475,5416446752763,19380590048238
7/13/2016,13946771662050,5414517426082,19361289088132
7/12/2016,13946038729574,5426891350874,19372930080447
7/11/2016,13944568567954,5422405986406,19366974554361
7/8/2016,13944032231762,5418000615100,19362032846862
7/7/2016,13943997925113,5416178816504,19360176741618
7/6/2016,13928111158820,5415430610004,19343541768824
7/5/2016,13927226195667,5400519826003,19327746021670
7/1/2016,13926087733607,5390843959620,19316931693227
6/30/2016,13932742716540,5448848424252,19381591140792
6/29/2016,13909292651119,5374032947234,19283325598354
6/28/2016,13909012385423,5375387406888,19284399792311
6/27/2016,13908843210989,5370479660109,19279322871098
6/24/2016,13907928859330,5370008964133,19277937823463
6/23/2016,13894409014831,5365403407186,19259812422016
6/22/2016,13895631577509,5356799717661,19252431295170
6/21/2016,13894846561609,5370898209170,19265744770779
6/20/2016,13894074623031,5362581534438,19256656157469
6/17/2016,13893769274915,5359215260403,19252984535318
6/16/2016,13893504442448,5354739735874,19248244178321
6/15/2016,13897065420513,5348509074879,19245574495392
6/14/2016,13874220888085,5355842747709,19230063635793
6/13/2016,13873341819171,5348933892732,19222275711903
6/10/2016,13872874580832,5345975715555,19218850296387
6/9/2016,13872590394995,5346875479280,19219465874275
6/8/2016,13882696862769,5347573185636,19230270048405
6/7/2016,13882389647823,5346008479814,19228398127637
6/6/2016,13881076487923,5339408069442,19220484557365
6/3/2016,13879563394669,5334950669512,19214514064181
6/2/2016,13879179733194,5350099803328,19229279536522
6/1/2016,13884271413600,5346362815469,19230634229070
5/31/2016,13886302639367,5379148932964,19265451572331
5/27/2016,13857303233304,5369114557034,19226417790339
5/26/2016,13842705623645,5373432216791,19216137840436
5/25/2016,13842104598265,5372024226585,19214128824850
5/24/2016,13841341118884,5381706417014,19223047535897
5/23/2016,13840721563958,5371771151585,19212492715543
5/20/2016,13840180848558,5369635316168,19209816164727
5/19/2016,13840100471988,5372351154255,19212451626243
5/18/2016,13836955706806,5369561337497,19206517044304
5/17/2016,13836047408670,5381997543924,19218044952594
5/16/2016,13835035097988,5371945333922,19206980431910
5/13/2016,13832771542261,5367122582813,19199894125074
5/12/2016,13832796757098,5367372676727,19200169433825
5/11/2016,13829327651951,5364073453951,19193401105902
5/10/2016,13828504187212,5376009820010,19204514007221
5/9/2016,13827271401287,5370225841846,19197497243132
5/6/2016,13827049077930,5363010475852,19190059553782
5/5/2016,13826922037351,5361180375897,19188102413249
5/4/2016,13832249482502,5354405959220,19186655441722
5/3/2016,13831649186161,5340166742538,19171815928699
5/2/2016,13831186086753,5338815808921,19170001895674
4/29/2016,13841194733299,5346192750684,19187387483983
4/28/2016,13824358558678,5361849185912,19186207744590
4/27/2016,13845665596590,5363739564736,19209405161326
4/26/2016,13844839299710,5373833886649,19218673186359
4/25/2016,13844294219856,5366051045396,19210345265252
4/22/2016,13844359336199,5353813438334,19198172774533
4/21/2016,13844262090046,5352507222974,19196769313020
4/20/2016,13868107646514,5347571961075,19215679607589
4/19/2016,13865811067578,5356021650314,19221832717891
4/18/2016,13865650276467,5342627662189,19208277938656
4/15/2016,13865458837944,5338184261549,19203643099493
4/14/2016,13881973672007,5321213514588,19203187186595
4/13/2016,13902493929895,5318803910538,19221297840433
4/12/2016,13903091705803,5330914489911,19234006195714
4/11/2016,13902453360206,5323773129001,19226226489207
4/8/2016,13903107629266,5320089872070,19223197501336
4/7/2016,13902918963338,5318287368252,19221206331589
4/6/2016,13923977279618,5314930752254,19238908031872
4/5/2016,13923114547256,5313952578889,19237067126145
4/4/2016,13922033791553,5306010302152,19228044093705
4/1/2016,13921673703893,5296843134414,19218516838307
3/31/2016,13924877638957,5340060980686,19264938619643
3/30/2016,13899646119103,5333304722608,19232950841711
3/29/2016,13900261820356,5335436646672,19235698467029
3/28/2016,13899569851514,5330525222079,19230095073593
3/25/2016,13886715760756,5328214209123,19214929969879
3/24/2016,13886696188689,5324968404635,19211664593324
3/23/2016,13872276441179,5328323224759,19200599665939
3/22/2016,13872009421932,5339333305793,19211342727725
3/21/2016,13871782006104,5333815407753,19205597413857
3/18/2016,13871715373934,5331279036147,19202994410080
3/17/2016,13872097560386,5316131402425,19188228962810
3/16/2016,13844765451215,5306633961335,19151399412550
3/15/2016,13844438377169,5317436151447,19161874528616
3/14/2016,13819745871573,5308973696771,19128719568344
3/11/2016,13818958324247,5305328364698,19124286688945
3/10/2016,13818925974889,5306399201106,19125325175994
3/9/2016,13795114157260,5305070060670,19100184217930
3/8/2016,13794796393618,5318080502877,19112876896495
3/7/2016,13794825373811,5303000253792,19097825627603
3/4/2016,13793877476968,5299618546786,19093496023754
3/3/2016,13793876317468,5299274527438,19093150844906
3/2/2016,13783164052202,5314357618947,19097521671149
3/1/2016,13783341136899,5307539662122,19090880799022
2/29/2016,13785189234310,5340265823116,19125455057426
2/26/2016,13750549019636,5329574803385,19080123823021
2/25/2016,13737072912714,5333584380400,19070657293115
2/24/2016,13720777763924,5333386764839,19054164528763
2/23/2016,13720282411469,5344596688214,19064879099683
2/22/2016,13720101519614,5333279623920,19053381143534
2/19/2016,13720729097544,5331674770739,19052403868283
2/18/2016,13720658078375,5326468527404,19047126605779
2/17/2016,13702339267283,5326657927035,19028997194318
2/16/2016,13701820560778,5328203912313,19030024473091
2/12/2016,13694790546876,5321734403142,19016524950019
2/11/2016,13694655697343,5321606237620,19016261934963
2/10/2016,13671218359914,5320107317354,18991325677268
2/9/2016,13671232160078,5334127080667,19005359240745
2/8/2016,13671178906024,5329057006562,19000235912586
2/5/2016,13671684875336,5324686646236,18996371521571
2/4/2016,13671782218330,5324904654850,18996686873180
2/3/2016,13653956489224,5321237436299,18975193925523
2/2/2016,13654222787947,5338076219770,18992299007717
2/1/2016,13653630057225,5322089769906,18975719827131
1/29/2016,13657155197715,5355672500702,19012827698418
1/28/2016,13642412570724,5347390443940,18989803014664
1/27/2016,13619208132785,5343381642260,18962589775045
1/26/2016,13619378881180,5348965630677,18968344511857
1/25/2016,13618253426313,5343714665198,18961968091511
1/22/2016,13618136618476,5343501354590,18961637973066
1/21/2016,13618066597559,5340770720675,18958837318234
1/20/2016,13605230659953,5336176239299,18941406899252
1/19/2016,13604762255406,5335877921831,18940640177237
1/15/2016,13604857512454,5329732254781,18934589767235
1/14/2016,13599643378869,5323915113994,18923558492863
1/13/2016,13634512503359,5321266111682,18955778615041
1/12/2016,13634464144154,5263218081434,18897682225588
1/11/2016,13634547255406,5257322346719,18891869602125
1/8/2016,13635120704335,5253519296095,18888640000430
1/7/2016,13634966776003,5252909985102,18887876761105
