Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding
3/8/2011,9571514785740,4621661967732,14193176753472
3/7/2011,9571237801717,4614931001963,14186168803680
3/4/2011,9571126198973,4611500985908,14182627184881
3/3/2011,9571009627588,4611076571469,14182086199057
3/2/2011,9562608771779,4615916336488,14178525108268
3/1/2011,9562563775550,4610393814307,14172957589857
2/28/2011,9565541417510,4629222921953,14194764339463
2/25/2011,9511339835005,4626201263868,14137541098873
2/24/2011,9485547122224,4634260699796,14119807822019
2/23/2011,9492079418519,4633383257788,14125462676308
2/22/2011,9491474775495,4637081872168,14128556647663
2/18/2011,9490899277201,4633932602590,14124831879791
2/17/2011,9490705812100,4632883495090,14123589307191
2/16/2011,9502216756164,4627672934213,14129889690378
2/15/2011,9502102547696,4635982572516,14138085120212
2/14/2011,9453956356386,4627604968295,14081561324682
2/11/2011,9455006722927,4627705999408,14082712722335
2/10/2011,9455138178100,4628207587982,14083345766082
2/9/2011,9471221510094,4627567603687,14098789113781
2/8/2011,9471150634328,4639270175734,14110420810062
2/7/2011,9471051926030,4632969811221,14104021737252
2/4/2011,9471076036752,4628747634553,14099823671305
2/3/2011,9470979051382,4629447969499,14100427020881
2/2/2011,9482735273832,4633777159577,14116512433409
2/1/2011,9482575172379,4627267706524,14109842878904
1/31/2011,9485416860164,4645634195847,14131051056011
1/28/2011,9412882434158,4643629929471,14056512363629
1/27/2011,9410276848548,4649132311130,14059409159678
1/26/2011,9414993965006,4645017264550,14060011229556
1/25/2011,9415106119261,4652366015858,14067472135119
1/24/2011,9415046930068,4647192974752,14062239904821
1/21/2011,9415228617100,4644908342367,14060136959467
1/20/2011,9415286484402,4641026990530,14056313474933
1/19/2011,9415973770693,4637538379755,14053512150448
1/18/2011,9415963819710,4636417010833,14052380830543
1/14/2011,9377350492041,4630593044830,14007943536871
1/13/2011,9377204236564,4630012738814,14007216975378
1/12/2011,9383200281716,4627189206395,14010389488112
1/11/2011,9383473336671,4636086230917,14019559567588
1/10/2011,9382983184151,4631361824868,14014345009019
1/7/2011,9383237402043,4626184962503,14009422364546
1/6/2011,9383215327180,4628577843802,14011793170982
1/5/2011,9384965101320,4626561626576,14011526727896
1/4/2011,9384994677499,4629054365796,14014049043294
1/3/2011,9385079979613,4612852802216,13997932781829
12/31/2010,9390476088043,4634739130665,14025215218709
12/30/2010,9327743778364,4543386575453,13871130353817
12/29/2010,9327651808773,4543297873206,13870949681979
12/28/2010,9327486030730,4549744325203,13877230355933
12/27/2010,9326361803447,4547638465799,13874000269246
12/24/2010,9326420947617,4539724342988,13866145290605
12/23/2010,9326422269084,4538754294102,13865176563186
12/22/2010,9324459559240,4534069812361,13858529371601
12/21/2010,9323889939205,4543587143769,13867477082974
12/20/2010,9323679506642,4544781782204,13868461288846
12/17/2010,9323762654616,4559637415544,13883400070160
12/16/2010,9321691439320,4557145911830,13878837351151
12/15/2010,9324634043037,4555151011544,13879785054580
12/14/2010,9289558090308,4563031240604,13852589330912
12/13/2010,9289287583177,4558729573572,13848017156749
12/10/2010,9289427992749,4557257758329,13846685751077
12/9/2010,9289342021415,4557152826154,13846494847570
12/8/2010,9288916003126,4558968129983,13847884133110
12/7/2010,9270374861308,4568115453189,13838490314498
12/6/2010,9270196784107,4564627952954,13834824737061
12/3/2010,9270119745304,4563391993688,13833511738992
12/2/2010,9270171314130,4570794924924,13840966239053
12/1/2010,9269344310611,4565574271366,13834918581977
11/30/2010,9275024690844,4585749068175,13860773759018
11/29/2010,9209537226898,4580764926328,13790302153226
11/26/2010,9209402845754,4584840158611,13794243004365
11/24/2010,9205659465053,4582629810027,13788289275080
11/23/2010,9205377401825,4591627049103,13797004450928
11/22/2010,9205399986156,4589245757439,13794645743595
11/19/2010,9205331929626,4584367264903,13789699194529
11/18/2010,9202939173580,4585515968538,13788455142118
11/17/2010,9205210340122,4584068579581,13789278919703
11/16/2010,9204539480247,4590595230692,13795134710938
11/15/2010,9203788917733,4585224643761,13789013561494
11/12/2010,9137994773433,4583984692253,13721979465685
11/10/2010,9136758086733,4582789597013,13719547683746
11/9/2010,9135403570565,4591743828474,13727147399039
11/8/2010,9135409429433,4589757329750,13725166759183
11/5/2010,9135469398689,4587860661822,13723330060511
11/4/2010,9135679189837,4587760478604,13723439668440
11/3/2010,9133542345619,4585169484285,13718711829904
11/2/2010,9133584590440,4590389470420,13723974060859
11/1/2010,9133022353341,4580065553036,13713087906377
10/29/2010,9069879047804,4598946449538,13668825497341
10/28/2010,9059100952647,4599711504743,13658812457390
10/27/2010,9059338712703,4604552554520,13663891267223
10/26/2010,9059227318153,4614522248582,13673749566734
10/25/2010,9058663206825,4610696696671,13669359903496
10/22/2010,9058605750216,4609019241995,13667624992211
10/21/2010,9058644773549,4609338552429,13667983325978
10/20/2010,9061886738057,4606060638771,13667947376828
10/19/2010,9060556124904,4615553411418,13676109536322
10/18/2010,9060113086609,4608781386485,13668894473093
10/15/2010,9059271396292,4606655246964,13665926643256
10/14/2010,9005974021915,4600973072187,13606947094102
10/13/2010,9009424488283,4602875260711,13612299748993
10/12/2010,9005344956401,4607319776174,13612664732575
10/8/2010,9007653862241,4606398628473,13614052490715
10/7/2010,9007701456839,4607973492429,13615674949268
10/6/2010,9018282657268,4606395539167,13624678196435
10/5/2010,9018180023702,4606172650471,13624352674173
10/4/2010,9017482214669,4599773341687,13617255556356
10/1/2010,9017223006276,4593624579535,13610847585810
9/30/2010,9022808423453,4538814607439,13561623030892
9/29/2010,8963900445439,4502371965926,13466272411366
9/28/2010,8963509129589,4509251954169,13472761083758
9/27/2010,8962045737734,4506128137096,13468173874830
9/24/2010,8962112145546,4504706138178,13466818283723
9/23/2010,8962078027779,4501398997309,13463477025088
9/22/2010,8970779433654,4500314736662,13471094170316
9/21/2010,8970801454313,4505860162339,13476661616652
9/20/2010,8970291578711,4499050879423,13469342458134
9/17/2010,8970272131897,4497473138486,13467745270383
9/16/2010,8970475166793,4494421486581,13464896653374
9/15/2010,9007121861472,4490905087664,13498026949137
9/14/2010,8942704712189,4497520786439,13440225498627
9/13/2010,8942553858943,4500889129950,13443442988893
9/10/2010,8942462559419,4499299837738,13441762397157
9/9/2010,8942517856604,4501978189534,13444496046138
9/8/2010,8933704283143,4501651237187,13435355520330
9/7/2010,8933304360324,4505466518707,13438770879031
9/3/2010,8933281399898,4502061771289,13435343171188
9/2/2010,8933215951979,4508841415050,13442057367029
9/1/2010,8924442908310,4502360465102,13426803373412
8/31/2010,8927061238060,4522591298975,13449652537035
8/30/2010,8849476780657,4520365187038,13369841967694
8/27/2010,8849570008348,4525652702637,13375222710985
8/26/2010,8849513131006,4526676608687,13376189739694
8/25/2010,8834183612860,4527170829388,13361354442248
8/24/2010,8833727680598,4537574019698,13371301700295
8/23/2010,8833234650714,4530043635117,13363278285831
8/20/2010,8833342442822,4528397468565,13361739911387
8/19/2010,8833840421105,4529387152837,13363227573942
8/18/2010,8825609393931,4528191617622,13353801011554
8/17/2010,8825395074864,4539344786477,13364739861341
8/16/2010,8825308128496,4531686059845,13356994188341
8/13/2010,8786780915472,4528637036403,13315417951875
8/12/2010,8787069744689,4529979092829,13317048837517
8/11/2010,8778639712764,4529232185229,13307871897993
8/10/2010,8778544682844,4541286254147,13319830936991
8/9/2010,8776823621528,4534426605934,13311250227463
8/6/2010,8777088587625,4533025681907,13310114269532
8/5/2010,8777035305006,4533852046660,13310887351666
8/4/2010,8771791514325,4530510162975,13302301677300
8/3/2010,8771462133533,4530175683618,13301637817151
8/2/2010,8771691103894,4525135555496,13296826659390
7/30/2010,8702457766406,4535269210484,13237726976890
7/29/2010,8702120743281,4544388117291,13246508860572
7/28/2010,8698368024750,4549425624353,13247793649103
7/27/2010,8698462195783,4559817908893,13258280104676
7/26/2010,8697919989699,4554110102335,13252030092034
7/23/2010,8697892974803,4550632022207,13248524997010
7/22/2010,8698302246089,4550851379782,13249153625870
7/21/2010,8687664673046,4549829773849,13237494446895
7/20/2010,8687662217654,4558336243562,13245998461216
7/19/2010,8687633750508,4555260091820,13242893842329
7/16/2010,8687636130749,4552267623701,13239903754451
7/15/2010,8687401404190,4552827117305,13240228521495
7/14/2010,8639660769988,4549844796228,13189505566216
7/13/2010,8639463545520,4559827310685,13199290856204
7/12/2010,8639110153263,4555412861115,13194523014378
7/9/2010,8639253753801,4554601126847,13193854880648
7/8/2010,8639388337727,4552846512587,13192234850314
7/7/2010,8627557422121,4554434292010,13181991714131
7/6/2010,8627544005512,4550100769069,13177644774582
7/2/2010,8627468791522,4547861940143,13175330731665
7/1/2010,8627008761347,4551308594868,13178317356216
6/30/2010,8633680393090,4569793360878,13203473753968
6/29/2010,8556448489602,4481094226102,13037542715704
6/28/2010,8555694983405,4483221853539,13038916836943
6/25/2010,8556551627691,4481754159121,13038305786811
6/24/2010,8556293486631,4481786497088,13038079983718
6/23/2010,8559676754753,4482173168892,13041849923646
6/22/2010,8559070797213,4487581850379,13046652647592
6/21/2010,8559135196620,4480918319142,13040053515762
6/18/2010,8559226843334,4479228872778,13038455716112
6/17/2010,8559008375870,4479868888097,13038877263967
6/16/2010,8599140401635,4473860297795,13073000699430
6/15/2010,8598961216076,4479459063934,13078420280011
6/14/2010,8572307301855,4470840967482,13043148269336
6/11/2010,8572070185728,4469138334969,13041208520697
6/10/2010,8572105359213,4469299984760,13041405343973
6/9/2010,8577892793468,4468255822303,13046148615771
6/8/2010,8577518574552,4479438474901,13056957049453
6/7/2010,8577579940852,4474624937434,13052204878287
6/4/2010,8577523981934,4473064027719,13050588009653
6/3/2010,8577329845867,4478920120533,13056249966400
6/2/2010,8573302330463,4484987520708,13058289851172
6/1/2010,8572779158730,4478047302157,13050826460887
5/28/2010,8494419432586,4498119698371,12992539130957
5/27/2010,8494713847016,4493202935692,12987916782709
5/26/2010,8479472082662,4507802040049,12987274122711
5/25/2010,8478414892595,4517364597849,12995779490445
5/24/2010,8477477676540,4511617732991,12989095409531
5/21/2010,8477106002143,4510690839193,12987796841337
5/20/2010,8476842609085,4510980063344,12987822672429
5/19/2010,8466739480002,4508552847566,12975292327568
5/18/2010,8466530667287,4518135997824,12984666665111
5/17/2010,8466170133514,4508725796702,12974895930217
5/14/2010,8420100716520,4506589063716,12926689780237
5/13/2010,8420541100208,4506870167721,12927411267929
5/12/2010,8417239340658,4505922637207,12923161977864
5/11/2010,8416456370415,4514701366879,12931157737293
5/10/2010,8416604417925,4510181059848,12926785477773
5/7/2010,8415799770763,4513141453866,12928941224630
5/6/2010,8415799575685,4517113749515,12932913325201
5/5/2010,8430747249336,4512747816800,12943495066136
5/4/2010,8430148415124,4510805519668,12940953934793
5/3/2010,8430105244349,4496915301978,12927020546327
4/30/2010,8434434625613,4514304290244,12948738915857
4/29/2010,8336007537908,4517092588980,12853100126888
4/28/2010,8355526853326,4521207220420,12876734073746
4/27/2010,8355547299452,4530768450131,12886315749583
4/26/2010,8354812455515,4525551552891,12880364008406
4/23/2010,8354793450103,4522402472272,12877195922375
4/22/2010,8354949497159,4517651773706,12872601270864
4/21/2010,8370635856605,4494878263882,12865514120487
4/20/2010,8370455550589,4500800114968,12871255665557
4/19/2010,8370106355832,4492943059384,12863049415216
4/16/2010,8387322253563,4490392052236,12877714305799
4/15/2010,8387443653676,4487175112403,12874618766079
4/14/2010,8348114710151,4475377726064,12823492436215
4/13/2010,8347257429111,4483935954579,12831193383691
4/12/2010,8347343971648,4479035484639,12826379456287
4/9/2010,8347537145022,4478150246184,12825687391206
4/8/2010,8347752339307,4478278967141,12826031306448
4/7/2010,8316888619597,4474985928857,12791874548454
4/6/2010,8315962211454,4477004907952,12792967119406
4/5/2010,8315716104737,4470842955616,12786559060353
4/2/2010,8294087559961,4468659639555,12762747199517
4/1/2010,8294870658097,4470008253521,12764878911618
3/31/2010,8290068831046,4483054265093,12773123096139
3/30/2010,8200073493392,4484497403389,12684570896781
3/29/2010,8199927347285,4486322450430,12686249797715
3/26/2010,8199959850025,4485933873781,12685893723806
3/25/2010,8200481797736,4487088355288,12687570153024
3/24/2010,8176387175629,4486079481890,12662466657520
3/23/2010,8175891420076,4495004360613,12670895780689
3/22/2010,8175095386996,4488277049839,12663372436835
3/19/2010,8174432602282,4486607125225,12661039727507
3/18/2010,8174187796570,4487108259737,12661296056307
3/17/2010,8153201235571,4486578243071,12639779478642
3/16/2010,8152882370691,4490819031838,12643701402530
3/15/2010,8152640856907,4484022099234,12636662956140
3/12/2010,8092153517936,4483525344966,12575678862902
3/11/2010,8091789616325,4483689874024,12575479490348
3/10/2010,8062096950037,4482292489772,12544389439808
3/9/2010,8061801246857,4490902268440,12552703515297
3/8/2010,8061258419022,4485113582858,12546372001880
3/5/2010,8060998180435,4483705748917,12544703929353
3/4/2010,8061072722592,4484417290440,12545490013032
3/3/2010,8026656594435,4482287703125,12508944297561
3/2/2010,8024978491495,4494445233990,12519423725485
3/1/2010,8024927072289,4482609390572,12507536462861
2/26/2010,7936671001094,4503397019620,12440068020714
2/25/2010,7928696226219,4504965366056,12433661592275
2/24/2010,7893872450323,4507908716547,12401781166870
2/23/2010,7893954003116,4515420676746,12409374679862
2/22/2010,7893549784639,4509477395016,12403027179655
2/19/2010,7893756033844,4508298801745,12402054835589
2/18/2010,7893641770933,4507806895875,12401448666808
2/17/2010,7878416869865,4508078666017,12386495535882
2/16/2010,7878008174979,4506349838758,12384358013736
2/12/2010,7847910569672,4503713622229,12351624191901
